template_id,segment_id,segment_name,lifecycle_stage,goal,theme,variant,message_title_en,message_title_hi,message_body_en,message_body_hi,cta_text_en,cta_text_hi,tone,hook,feature_reference
TPL_0111,1,Social Gamifiers,inactive,activation,unpredictability,1,New Challenge,Naya Challenge,Can you beat the Ai Tutor's score? 🤔,Kya aap Ai Tutor ka score hara sakte hain? 🤔,Play,Khel,encouraging,unpredictability,Ai Tutor
TPL_0112,1,Social Gamifiers,inactive,activation,unpredictability,2,Mystery Reward,Rahasya Puraskar,Complete Core Feature to unlock a surprise!,Core Feature pura karein aur ek surprise unlock karein!,Start,Shuru,friendly,unpredictability,Core Feature
TPL_0113,1,Social Gamifiers,inactive,activation,unpredictability,3,Leaderboard Shake,Leaderboard Hila,Someone's about to overtake you! Check the Leaderboard now,Koi aapko pichhe chhodne wala hai! Abhi Leaderboard check karein,Check, Dekh,urgent,unpredictability,Leaderboard
TPL_0114,1,Social Gamifiers,inactive,activation,unpredictability,4,Hidden Bonus,Chhupa Bonus,Discover a secret bonus in your User Dashboard!,Apne User Dashboard mein ek chhupa bonus dhoondhein!,Open,Khole,aspirational,unpredictability,User Dashboard
TPL_0115,1,Social Gamifiers,inactive,activation,unpredictability,5,Surprise Unlocked,Surprise Khula,You've unlocked a surprise! Check Notifications for details,Aapne ek surprise unlock kiya hai! Notifications mein details check karein,See, Dekho,celebratory,unpredictability,Notifications
TPL_0116,1,Social Gamifiers,inactive,activation,social_influence,1,Join Back,Wapas Aao,Your friends are ahead of you on Leaderboard,Aapke dost Leaderboard par aage hain,Play,Khelo,encouraging,social_influence,Leaderboard
TPL_0117,1,Social Gamifiers,inactive,activation,social_influence,2,Unlock,Anlock karo,Complete Core Feature to beat your friends,Core Feature poora karo apne dost ko harane ke liye,Start,Shuru karo,friendly,social_influence,Core Feature
TPL_0118,1,Social Gamifiers,inactive,activation,social_influence,3,New High,Naya Record,Ai Tutor says you can improve on User Dashboard,Ai Tutor kehte hain aap User Dashboard par sudhar sakte hain,Try,Koshish karo,aspirational,social_influence,"Ai Tutor, User Dashboard"
TPL_0119,1,Social Gamifiers,inactive,activation,social_influence,4,Time's Up,Samay khatam,Last chance to climb Leaderboard today,Aaj Leaderboard par chadne ka antim mauka,Go,Chalo,urgent,social_influence,Leaderboard
TPL_0120,1,Social Gamifiers,inactive,activation,social_influence,5,Won!,Jeet gaye!,"You've been featured on Leaderboard, check Notifications","Aap Leaderboard par feature hue hain, Notifications check karo",See, Dekho,celebratory,social_influence,"Leaderboard, Notifications"
TPL_0121,1,Social Gamifiers,paid,advocacy,social_influence,1,Top 10!,Top 10!,You're close to beating Rohan's score! 🚀,Aap Rohan ka score harane ke karib hain! 🚀,Play,Khel,encouraging,social_influence,Leaderboard
TPL_0122,1,Social Gamifiers,paid,advocacy,social_influence,2,New Champ,Naya Champ,Your friend Karan just achieved Core Feature mastery! 🎉,Aapka dost Karan ne Core Feature ka mastery haasil kiya! 🎉,Congrats,Badhai,celebratory,social_influence,Core Feature
TPL_0123,1,Social Gamifiers,paid,advocacy,social_influence,3,Rise & Shine,Jago Aur Chalo,Start your day with a new lesson from Ai Tutor! 📚,Ai Tutor se naya lesson shuru karo! 📚,Learn,Seekho,friendly,social_influence,Ai Tutor
TPL_0124,1,Social Gamifiers,paid,advocacy,social_influence,4,Time's Up!,Samay Khatam!,Only 1 hour left to complete today's challenge! ⏰,Aaj ka challenge poora karne ke liye sirf 1 ghanta bacha hai! ⏰,Play,Khel,urgent,social_influence,User Dashboard
TPL_0125,1,Social Gamifiers,paid,advocacy,social_influence,5,You're a Star,Aap Ek Star,Your progress has been noticed by the community! 🌟,Aapki pragati samuday dwara dekhi gayi hai! 🌟,Share,Saajha karo,aspirational,social_influence,Notifications
TPL_0126,1,Social Gamifiers,paid,advocacy,empowerment,1,Unlock,Khulasa,Reach top 10 on Leaderboard with Ai Tutor's help!,Ai Tutor ki madad se Leaderboard par top 10 mein pahunch!,Start,Shuru,encouraging,empowerment,"Ai Tutor, Leaderboard"
TPL_0127,1,Social Gamifiers,paid,advocacy,empowerment,2,New,Naya,Discover new skills with Core Feature!,Core Feature ke saath naye kaushal khoje!,Explore,Anveshan,friendly,empowerment,Core Feature
TPL_0128,1,Social Gamifiers,paid,advocacy,empowerment,3,Achieve,Prapt,Track progress on User Dashboard and get closer to your goals!,User Dashboard par apni pragati ko track karein aur apne lakshyon ke kareeb pahunch!,View, Dekhein,aspirational,empowerment,User Dashboard
TPL_0129,1,Social Gamifiers,paid,advocacy,empowerment,4,Limited,Simit,Don't miss out! Complete Core Feature tasks within 24 hours!,Chhoden na! Core Feature ke kaaryon ko 24 ghanton ke andar poora karein!,Now,Abhi,urgent,empowerment,Core Feature
TPL_0130,1,Social Gamifiers,paid,advocacy,empowerment,5,Win,Jeet,You're a Leaderboard champion! Share your success with friends!,Aap Leaderboard ka champion hain! Apni safalta apne doston ke saath baant!,Share,Saajha,celebratory,empowerment,Leaderboard
TPL_0131,1,Social Gamifiers,paid,deepening,social_influence,1,Climb Ranks,Rank Badhao,Your friends are ahead on the Leaderboard! Catch up now,Aapke dost Leaderboard par aage hain! Abhi pakdo,Play,Khelo,encouraging,social_influence,Leaderboard
TPL_0132,1,Social Gamifiers,paid,deepening,social_influence,2,Learn Together,Sath Seekho,"Join your friends in Core Feature sessions, led by Ai Tutor","Core Feature sessions mein shamil ho, Ai Tutor dwara",Join,Shamil,friendly,social_influence,"Core Feature, Ai Tutor"
TPL_0133,1,Social Gamifiers,paid,deepening,social_influence,3,Unlock Next,Agla Kholo,Complete User Dashboard tasks to unlock next level with friends,"User Dashboard tasks poora karo, agla level kholo",Unlock,Kholo,aspirational,social_influence,User Dashboard
TPL_0134,1,Social Gamifiers,paid,deepening,social_influence,4,Last Chance,Antima Moka,"Last day to join friends in Core Feature challenge, don't miss out","Core Feature challenge mein shamil hone ka antim din, chhodo mat",Join,Shamil,urgent,social_influence,Core Feature
TPL_0135,1,Social Gamifiers,paid,deepening,social_influence,5,You Won,Aap Jeet Gaye,"Congratulations, you topped the Leaderboard! Share with friends","Badhai, aapne Leaderboard jeeta! Doston ke saath baanto",Share,Baanto,celebratory,social_influence,Leaderboard
TPL_0136,1,Social Gamifiers,paid,deepening,empowerment,1,Unlock Pro,Pro Kholein,Complete Core Feature to unlock Ai Tutor,"Core Feature poora karein, Ai Tutor kholein",Unlock,Kholein,encouraging,empowerment,"Core Feature, Ai Tutor"
TPL_0137,1,Social Gamifiers,paid,deepening,empowerment,2,Lead Now,Aage Chalein,Check Leaderboard and climb the ranks with User Dashboard,"Leaderboard dekhein, User Dashboard se aage badhein",Climb,Badhein,aspirational,empowerment,"Leaderboard, User Dashboard"
TPL_0138,1,Social Gamifiers,paid,deepening,empowerment,3,New Alert,Naya Sandesh,Get notified about new Core Feature updates,Core Feature ki nai jaankari ke liye sandesh paayein,Update,Update Karein,urgent,empowerment,"Core Feature, Notifications"
TPL_0139,1,Social Gamifiers,paid,deepening,empowerment,4,You're Ahead,Aap Aage,"Ai Tutor says you're doing great, keep using Core Feature","Ai Tutor kehte hain aap bahut acche, Core Feature jari rakhein",Continue,Jari Rakhein,celebratory,empowerment,"Ai Tutor, Core Feature"
TPL_0140,1,Social Gamifiers,paid,deepening,empowerment,5,Dashboard,Dashboard Dekhein,Track progress with User Dashboard and Notifications,User Dashboard aur Notifications se apni pragati dekhein,Track,Dekhein,friendly,empowerment,"User Dashboard, Notifications"
TPL_0141,1,Social Gamifiers,paid,expansion,social_influence,1,Top 10!,Top 10!,You're close to beating Rohan's score! 💪,Aap Rohan ka score harane ke kareeb hain! 💪,Play,Khel,encouraging,social_influence,Leaderboard
TPL_0142,1,Social Gamifiers,paid,expansion,social_influence,2,New Champ,Naya Champ,Your friend Karan just achieved Core Feature mastery!,Aapka dost Karan ne Core Feature ka mastery haasil kiya!,See,Dekh,celebratory,social_influence,Core Feature
TPL_0143,1,Social Gamifiers,paid,expansion,social_influence,3,Ai Tutor Tip,Ai Tutor Tip,Ai Tutor suggests practicing with friends to improve scores,Ai Tutor kehta hai ki dost ke saath practice karke score badhayein,Practice,Abhyas,friendly,social_influence,Ai Tutor
TPL_0144,1,Social Gamifiers,paid,expansion,social_influence,4,Dashboard Alert,Dashboard Alert,Your friends are waiting for you on the User Dashboard!,Aapke dost User Dashboard par aapka intezaar kar rahe hain!,Join,Shamil,urgent,social_influence,User Dashboard
TPL_0145,1,Social Gamifiers,paid,expansion,social_influence,5,Leader Alert,Leader Alert,You've been challenged by a top player on the Leaderboard!,Aapko Leaderboard par ek top player ne challenge kiya hai!,Accept,Sweekar,aspirational,social_influence,Leaderboard
TPL_0146,1,Social Gamifiers,paid,expansion,empowerment,1,Unlock Pro,Pro Kholein,Upgrade skills with Ai Tutor,Ai Tutor ke saath skills badhayein,Upgrade,Khareed,aspirational,empowerment,Ai Tutor
TPL_0147,1,Social Gamifiers,paid,expansion,empowerment,2,Lead Now,Aage Chalein,Check Leaderboard & climb ranks,Leaderboard dekhein aur rank badhayein,Climb,Chadhein,encouraging,empowerment,Leaderboard
TPL_0148,1,Social Gamifiers,paid,expansion,empowerment,3,New Insights,Naye Nazariye,Discover Core Feature benefits,Core Feature ke fayde jaanein,Explore,Jaanein,friendly,empowerment,Core Feature
TPL_0149,1,Social Gamifiers,paid,expansion,empowerment,4,Act Now,Abhi Karein,"Ai Tutor awaits, don't miss out","Ai Tutor ka intezar, chhoden na",Start,Shuru,urgent,empowerment,Ai Tutor
TPL_0150,1,Social Gamifiers,paid,expansion,empowerment,5,You're Ahead,Aap Aage,Check User Dashboard for progress,User Dashboard par progress dekhein,Check,Dekhein,celebratory,empowerment,User Dashboard
TPL_0151,1,Social Gamifiers,paid,retention,social_influence,1,Climb Leaderboard,Leaderboard par chadho,Your friends are ahead of you! Catch up with Ai Tutor,Aapke friends aapke aage hain! Ai Tutor ke saath catch up karo,Learn,Seekho,encouraging,social_influence,"Leaderboard, Ai Tutor"
TPL_0152,1,Social Gamifiers,paid,retention,social_influence,2,Unlock Core,Core khole,Complete Core Feature to join top users on Leaderboard,Core Feature poora karo aur Leaderboard par top users ke saath judo,Start,Shuru karo,aspirational,social_influence,"Core Feature, Leaderboard"
TPL_0153,1,Social Gamifiers,paid,retention,social_influence,3,Daily Streak,Rozana streak,Don't break your streak! Open User Dashboard now,Aapna streak mat todo! User Dashboard abhi khole,Open,Khole,urgent,social_influence,User Dashboard
TPL_0154,1,Social Gamifiers,paid,retention,social_influence,4,New Leader,Naya leader,"Congratulations! You're now a top user, check Leaderboard","Badhai ho! Aap ab top user hain, Leaderboard check karo",See, Dekho,celebratory,social_influence,Leaderboard
TPL_0155,1,Social Gamifiers,paid,retention,social_influence,5,Friends Ahead,Doston ke saath,"Your friends are learning with Ai Tutor, join them","Aapke doston Ai Tutor ke saath seekh rahe hain, unke saath judo",Join,Judo,friendly,social_influence,Ai Tutor
TPL_0156,1,Social Gamifiers,paid,retention,empowerment,1,Unlock Pro,Pro Kholein,Complete Core Feature to earn badges!,"Core Feature poora karein, badge jeetein!",Play,Khelien,encouraging,empowerment,Core Feature
TPL_0157,1,Social Gamifiers,paid,retention,empowerment,2,New Leader,Naya Leader,You're close to topping the Leaderboard!,Aap Leaderboard par sabse upar jaane wale hain!,Climb,Chadhein,aspirational,empowerment,Leaderboard
TPL_0158,1,Social Gamifiers,paid,retention,empowerment,3,Ai Tutor Tip,Ai Tutor Tip,Ai Tutor: Use User Dashboard for insights!,Ai Tutor: User Dashboard se jaankari lein!,Learn,Seekhein,friendly,empowerment,"Ai Tutor, User Dashboard"
TPL_0159,1,Social Gamifiers,paid,retention,empowerment,4,Time's Up,Samay Khatam,Complete daily tasks before time runs out!,"Rozana tasks poora karein, samay khatam hone se pehle!",Act,Karein,urgent,empowerment,Notifications
TPL_0160,1,Social Gamifiers,paid,retention,empowerment,5,You Won,Aap Jeet Gaye,"Congratulations, you've completed Core Feature!","Badhai, aapne Core Feature poora kiya!",Celebrate,Jashn,celebratory,empowerment,Core Feature
TPL_0161,1,Social Gamifiers,trial,activation,social_influence,1,Join Now,Shamil Ho Jao,Your friends are ahead on the Leaderboard! 🚀,Aapke dost Leaderboard par aage hain!,Play,Khelo,encouraging,social_influence,Leaderboard
TPL_0162,1,Social Gamifiers,trial,activation,social_influence,2,Unlock Ai,Ai Ko Unlock Kro,Complete Core Feature to unlock Ai Tutor! 💡,Core Feature poora karo aur Ai Tutor ko unlock karo!,Start,Shuru Kro,aspirational,social_influence,"Core Feature, Ai Tutor"
TPL_0163,1,Social Gamifiers,trial,activation,social_influence,3,Dashboard Alert,Dashboard Alert,Your friends are waiting for you on the User Dashboard! 👋,Aapke dost User Dashboard par aapka intezar kar rahe hain!,Join,Shamil Ho,friendly,social_influence,User Dashboard
TPL_0164,1,Social Gamifiers,trial,activation,social_influence,4,Time's Up,Samay Poora Hua,Last chance to climb the Leaderboard today! ⏰,Aaj Leaderboard par chadne ka antim mauka!,Play Now,Abhi Khelo,urgent,social_influence,Leaderboard
TPL_0165,1,Social Gamifiers,trial,activation,social_influence,5,You're Ahead,Aap Aage Hain,You're beating your friends on the Leaderboard! 🎉,Aap apne dostoon ko Leaderboard par hara rahe hain!,Keep,Jari Rakho,celebratory,social_influence,Leaderboard
TPL_0166,1,Social Gamifiers,trial,activation,accomplishment,1,Start Now,Shuru Karen,Complete Core Feature to earn badges!,"Core Feature poora karein, badges jeetein!",Play,Khel,encouraging,accomplishment,Core Feature
TPL_0167,1,Social Gamifiers,trial,activation,accomplishment,2,Unlock Ai,Ai Tutor Unlock,Reach top 10 on Leaderboard to unlock Ai Tutor!,"Leaderboard par top 10 mein pahunche, Ai Tutor unlock karein!",Go,Chalo,aspirational,accomplishment,"Leaderboard, Ai Tutor"
TPL_0168,1,Social Gamifiers,trial,activation,accomplishment,3,New Day,Naya Din,Check User Dashboard for daily goals!,Rozana lakshya ke liye User Dashboard dekhein!,View, Dekhein,friendly,accomplishment,User Dashboard
TPL_0169,1,Social Gamifiers,trial,activation,accomplishment,4,Time's Up,Samay Khatam,Complete Core Feature today to stay on track!,"Aaj Core Feature poora karein, apna track banaye rakhein!",Now,Abhi,urgent,accomplishment,Core Feature
TPL_0170,1,Social Gamifiers,trial,activation,accomplishment,5,You Won,Aap Jeet Gaye,Congratulations! You're on top of Leaderboard!,Badhai! Aap Leaderboard par sabse upar!,See, Dekhein,celebratory,accomplishment,Leaderboard
TPL_0171,1,Social Gamifiers,trial,conversion_readiness,social_influence,1,Join Top,Sabse Upar,Your friends are ahead on the Leaderboard!,Aapke doston Leaderboard par aage hain!,Climb,Chadho,encouraging,social_influence,Leaderboard
TPL_0172,1,Social Gamifiers,trial,conversion_readiness,social_influence,2,Unlock Core,Core Khole,Complete trials to unlock Core Feature!,"Trials poora karo, Core Feature khole!",Start,Shuru,aspirational,social_influence,Core Feature
TPL_0173,1,Social Gamifiers,trial,conversion_readiness,social_influence,3,Ai Tutor,Ai Guru,Your friends recommend Ai Tutor for improvement!,Aapke doston ne Ai Tutor sudhar ke liye recommend kiya!,Learn,Seekho,friendly,social_influence,Ai Tutor
TPL_0174,1,Social Gamifiers,trial,conversion_readiness,social_influence,4,Dashboard,Dashboard,Check your progress on the User Dashboard now!,Aapni pragati User Dashboard par abhi check karo!,View, Dekho,urgent,social_influence,User Dashboard
TPL_0175,1,Social Gamifiers,trial,conversion_readiness,social_influence,5,Leader,Neta,You're close to beating your friends' scores!,Aap aapke doston ke scores ko harane ke kareeb hain!,Play,Khelo,celebratory,social_influence,Leaderboard
TPL_0176,1,Social Gamifiers,trial,conversion_readiness,accomplishment,1,Unlock Pro,Pro Kholein,Complete Core Feature to level up!,"Core Feature poora karein, level up karein!",Play,Khelien,encouraging,accomplishment,Core Feature
TPL_0177,1,Social Gamifiers,trial,conversion_readiness,accomplishment,2,Dashboard,Dashboard,Check your progress on User Dashboard!,Aapni pragati User Dashboard par dekhein!,View, Dekhein,friendly,accomplishment,User Dashboard
TPL_0178,1,Social Gamifiers,trial,conversion_readiness,accomplishment,3,New Alert,Naya Alert,Ai Tutor has a tip for you!,Ai Tutor aapke liye ek tip laya hai!,Learn,Seekhein,aspirational,accomplishment,Ai Tutor
TPL_0179,1,Social Gamifiers,trial,conversion_readiness,accomplishment,4,Time's Up,Samay Khatam,Climb Leaderboard before time runs out!,Samay khatam hone se pehle Leaderboard par chadhein!,Climb,Chadhein,urgent,accomplishment,Leaderboard
TPL_0180,1,Social Gamifiers,trial,conversion_readiness,accomplishment,5,Achieved,Prapt Kiya,"Congratulations, you've completed a milestone!","Badhai, aapne ek milestone poora kiya!",Celebrate,Jashn Manayein,celebratory,accomplishment,Notifications
TPL_0181,1,Social Gamifiers,trial,feature_discovery,social_influence,1,Join Now,Abhi Shuru Karein,Your friends are ahead on the Leaderboard! 👋,Aapke dost Leaderboard par aage hain!,Play,Khelna,encouraging,social_influence,Leaderboard
TPL_0182,1,Social Gamifiers,trial,feature_discovery,social_influence,2,Unlock Core,Core Kholein,Complete Core Feature to join top users! 🚀,Core Feature poora karein aur top users mein shaamil ho!,Start,Shuru Karein,aspirational,social_influence,Core Feature
TPL_0183,1,Social Gamifiers,trial,feature_discovery,social_influence,3,Tutor Alert,Tutor Ki Chetavani,Ai Tutor suggests improving your skills with friends! 🤝,Ai Tutor keh rahe hain ki aap apne dost ke saath apne kaushal mein sudhar karein!,Learn,Seekhein,friendly,social_influence,Ai Tutor
TPL_0184,1,Social Gamifiers,trial,feature_discovery,social_influence,4,Dashboard Update,Dashboard Update,Check your User Dashboard for new social challenges! 📊,Naye social challenges ke liye apna User Dashboard check karein!,View, Dekhein,urgent,social_influence,User Dashboard
TPL_0185,1,Social Gamifiers,trial,feature_discovery,social_influence,5,Leader Win,Leader Jeet,You're now a Leaderboard topper! Congratulations! 🎉,Aap ab Leaderboard ka sabse upar hain! Badhaai ho!,Share,Baantna,celebratory,social_influence,Leaderboard
TPL_0186,1,Social Gamifiers,trial,feature_discovery,accomplishment,1,Unlock Core,Core Khole,Complete 3 tasks to unlock Core Feature! 🚀,"3 tasks poora karo, Core Feature khole! 🚀",Try Now,Ab Try,encouraging,accomplishment,Core Feature
TPL_0187,1,Social Gamifiers,trial,feature_discovery,accomplishment,2,Dashboard Alert,Dashboard Alert,Check your User Dashboard for new updates!,Naye updates ke liye User Dashboard check karo!,View Now,Ab Dekho,friendly,accomplishment,User Dashboard
TPL_0188,1,Social Gamifiers,trial,feature_discovery,accomplishment,3,Tutor Time,Tutor Samay,Ai Tutor is waiting to help you level up!,Ai Tutor aapko level up karne ke liye taiyar hai!,Learn Now,Ab Seekho,aspirational,accomplishment,Ai Tutor
TPL_0189,1,Social Gamifiers,trial,feature_discovery,accomplishment,4,Leaderboard,Leaderboard,Climb the Leaderboard with daily progress!,Rozana progress se Leaderboard par chadho!,Climb Now,Ab Chadho,urgent,accomplishment,Leaderboard
TPL_0190,1,Social Gamifiers,trial,feature_discovery,accomplishment,5,Achievement,Upalabdhi,You've completed a milestone! 🎉,Aapne ek milestone poora kiya! 🎉,Explore,Anveshan,celebratory,accomplishment,Notifications
TPL_0191,1,Social Gamifiers,trial,habit_formation,social_influence,1,Join Now,Abhi Shuru Karein,Your friends are ahead on the Leaderboard! Catch up now,Aapke dost Leaderboard par aage hain! Abhi pakdein,Play,Khel,encouraging,social_influence,Leaderboard
TPL_0192,1,Social Gamifiers,trial,habit_formation,social_influence,2,New High,Naya Record,Your friend just beat their high score on Core Feature! Can you beat them?,Aapke dost ne Core Feature par naya record banaya! Kya aap unse hara sakte hain?,Try,Karo,friendly,social_influence,Core Feature
TPL_0193,1,Social Gamifiers,trial,habit_formation,social_influence,3,Top 10,Top 10 Mein,You're close to the top 10 on the Leaderboard! Keep going with Ai Tutor's help,Aap Leaderboard par top 10 mein hain! Ai Tutor ki madad se aage badhein,Learn,Seekho,aspirational,social_influence,"Ai Tutor, Leaderboard"
TPL_0194,1,Social Gamifiers,trial,habit_formation,social_influence,4,Time's Up,Samay Khatam,Last chance to climb the Leaderboard today! Use Notifications to stay on track,Aaj Leaderboard par chadne ka antim mauka! Notifications ka upyog karein,Now,Abhi,urgent,social_influence,"Leaderboard, Notifications"
TPL_0195,1,Social Gamifiers,trial,habit_formation,social_influence,5,You Won,Aap Jeet Gaye,Congratulations! You've reached the top of the Leaderboard! Check your User Dashboard for rewards,Badhai ho! Aap Leaderboard par sabse upar pahunch gaye! User Dashboard par inaam dekhein,Claim,Praapt Karein,celebratory,social_influence,"Leaderboard, User Dashboard"
TPL_0196,1,Social Gamifiers,trial,habit_formation,accomplishment,1,You're a star!,Aap star hain!,Complete Core Feature tasks to earn badges!,"Core Feature tasks poora karo, badges jeeto!",Play,Khelo,encouraging,accomplishment,Core Feature
TPL_0197,1,Social Gamifiers,trial,habit_formation,accomplishment,2,Dashboard Alert,Dashboard Alert,Check your User Dashboard for new updates!,Naye updates ke liye User Dashboard dekho!,View, Dekho,friendly,accomplishment,User Dashboard
TPL_0198,1,Social Gamifiers,trial,habit_formation,accomplishment,3,Ai Tutor Tips,Ai Tutor Tips,Ai Tutor has new tips to help you improve!,Ai Tutor ke naye tips aapko behtar banane mein madad karenge!,Learn,Seekho,aspirational,accomplishment,Ai Tutor
TPL_0199,1,Social Gamifiers,trial,habit_formation,accomplishment,4,Time's Running Out,Samay kam hai,Complete tasks before time runs out to top the Leaderboard!,"Samay kehte hai, Leaderboard par chadhne ke liye tasks poora karo!",Go,Chalo,urgent,accomplishment,Leaderboard
TPL_0200,1,Social Gamifiers,trial,habit_formation,accomplishment,5,Congratulations!,Badhai ho!,You've earned a new badge! Check Notifications for details.,Aapko naya badge mila hai! Vistar ke liye Notifications dekho.,See,Dekho,celebratory,accomplishment,Notifications
TPL_0201,2,Casual Solo Users,churned,re_engagement,loss_avoidance,1,Come Back!,Wapas Aao!,You're missing out on Core Feature progress! 🚀,Aap Core Feature ki pragati se chuke hain! 🚀,Rejoin,Wapas Aao,urgent,loss_avoidance,Core Feature
TPL_0202,2,Casual Solo Users,churned,re_engagement,loss_avoidance,2,Don't Lose,Haare Mat,Your Ai Tutor lessons will expire soon!,Aapke Ai Tutor ke path expire hone wale hain!,Login,Login Karo,encouraging,loss_avoidance,Ai Tutor
TPL_0203,2,Casual Solo Users,churned,re_engagement,loss_avoidance,3,Stay Ahead,Aage Rahen,Check your Leaderboard rank before it's too late!,Aapka Leaderboard rank dekhne se pehle ki bahut der ho jaye!,View, Dekhen,aspirational,loss_avoidance,Leaderboard
TPL_0204,2,Casual Solo Users,churned,re_engagement,loss_avoidance,4,Miss You,Aapki Kami,We've missed you on the User Dashboard!,Humne aapko User Dashboard par miss kiya hai!,Return,Wapas,friendly,loss_avoidance,User Dashboard
TPL_0205,2,Casual Solo Users,churned,re_engagement,loss_avoidance,5,Last Chance,Antim Moka,Don't miss Notifications that keep you on track!,Aapko track par rakhne wale Notifications ko na bhulen!,Open,Kholen,celebratory,loss_avoidance,Notifications
TPL_0206,2,Casual Solo Users,churned,re_engagement,accomplishment,1,Get Back,Wapas Aao,Complete Core Feature to earn badges! 🏆,"Core Feature poora karo, badges jeeto! 🏆",Start,Shuru,encouraging,accomplishment,Core Feature
TPL_0207,2,Casual Solo Users,churned,re_engagement,accomplishment,2,New High,Naya Record,Reach top of Leaderboard with Ai Tutor's help!,Ai Tutor ki madad se Leaderboard par top par pahuch!,Try,Karo,aspirational,accomplishment,"Ai Tutor, Leaderboard"
TPL_0208,2,Casual Solo Users,churned,re_engagement,accomplishment,3,Dashboard,Dashboard,"Track progress on User Dashboard, you're close!","User Dashboard par progress track karo, tum karib ho!",View, Dekho,friendly,accomplishment,User Dashboard
TPL_0209,2,Casual Solo Users,churned,re_engagement,accomplishment,4,Last Chance,Antima Moka,"Complete Core Feature today, or miss out! ⏰","Aaj Core Feature poora karo, nahi to miss ho jayega! ⏰",Now,Abhi,urgent,accomplishment,Core Feature
TPL_0210,2,Casual Solo Users,churned,re_engagement,accomplishment,5,Welcome Back,Swagat Hai,You're back! Check Notifications for new updates!,Tum wapas aa gaye! Naye updates ke liye Notifications dekho!,Check,Dekho,celebratory,accomplishment,Notifications
TPL_0211,2,Casual Solo Users,inactive,activation,unpredictability,1,New Day,Naya Din,Surprise! Your Ai Tutor has a new lesson. Will you master it? 🤔,Kya hai yeh? Aapka Ai Tutor laya hai naya lesson. Kya aap isey master kar sakte hain? 🤔,Learn,Seekho,encouraging,unpredictability,Ai Tutor
TPL_0212,2,Casual Solo Users,inactive,activation,unpredictability,2,Mystery Reward,Raaz Reward,Complete Core Feature today and get a surprise reward!,Aaj Core Feature poora karo aur paao raaz reward!,Play,Khelo,urgent,unpredictability,Core Feature
TPL_0213,2,Casual Solo Users,inactive,activation,unpredictability,3,Leaderboard Shake,Leaderboard Hila,Someone just beat your score! Climb back up the Leaderboard now.,Kisi ne aapka score hara diya! Ab Leaderboard par wapas chadho.,Climb,Chadho,aspirational,unpredictability,Leaderboard
TPL_0214,2,Casual Solo Users,inactive,activation,unpredictability,4,Dashboard Alert,Dashboard Alert,New activity on your User Dashboard! Check it out now.,Aapke User Dashboard par naya activity! Ab check karo.,Check, Dekho,friendly,unpredictability,User Dashboard
TPL_0215,2,Casual Solo Users,inactive,activation,unpredictability,5,Notification Surprise,Notification Surprise,We've got a surprise for you! Check your Notifications for a special treat.,Humne aapke liye surprise rakha hai! Notifications mein special treat check karo.,Open,Khullo,celebratory,unpredictability,Notifications
TPL_0216,2,Casual Solo Users,inactive,activation,accomplishment,1,Get Back,Wapas Aao,Complete Core Feature to earn badges!,"Core Feature poora karo, badges jeeto!",Start,Shuru,encouraging,accomplishment,Core Feature
TPL_0217,2,Casual Solo Users,inactive,activation,accomplishment,2,New High,Naya Record,Climb the Leaderboard with Ai Tutor's help!,Ai Tutor ki madad se Leaderboard par chadho!,Try,Karo,aspirational,accomplishment,"Ai Tutor, Leaderboard"
TPL_0218,2,Casual Solo Users,inactive,activation,accomplishment,3,Dashboard,Dashboard,Track progress on your User Dashboard now!,Apne User Dashboard par abhi progress track karo!,View, Dekho,friendly,accomplishment,User Dashboard
TPL_0219,2,Casual Solo Users,inactive,activation,accomplishment,4,Last Chance,Antima Mauka,Complete Core Feature today to stay ahead!,"Aaj Core Feature poora karo, aage raho!",Go,Chalo,urgent,accomplishment,Core Feature
TPL_0220,2,Casual Solo Users,inactive,activation,accomplishment,5,You're Back,Aap Wapas,Welcome back! Check Notifications for updates!,Swaagat hai! Notifications mein updates dekho!,Check,Dekho,celebratory,accomplishment,Notifications
TPL_0221,2,Casual Solo Users,paid,advocacy,accomplishment,1,You're a star!,Aap ek star hain!,You've completed 5 days with Core Feature! 🌟,Aapne Core Feature ke saath 5 din poore kiye hain!,Share,Saajha karein,celebratory,accomplishment,Core Feature
TPL_0222,2,Casual Solo Users,paid,advocacy,accomplishment,2,Unlock next level,Agle star tak pahunchiye,Reach top 10 on Leaderboard with Ai Tutor's help!,Ai Tutor ki madad se Leaderboard par top 10 mein pahunchiye!,Try,Koshish karein,aspirational,accomplishment,"Ai Tutor, Leaderboard"
TPL_0223,2,Casual Solo Users,paid,advocacy,accomplishment,3,Dashboard update,Dashboard update,Check your progress on User Dashboard now!,Ab User Dashboard par apni pragati dekhein!,View, Dekhein,encouraging,accomplishment,User Dashboard
TPL_0224,2,Casual Solo Users,paid,advocacy,accomplishment,4,Time to shine,Aapka samay hai,Use Core Feature daily to climb Leaderboard!,Leaderboard par chadhne ke liye roz Core Feature ka upyog karein!,Start,Shuru karein,urgent,accomplishment,"Core Feature, Leaderboard"
